Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Sample type]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Factor Value[Experiment]	Term Source REF	Term Accession Number	Factor Value[LTP]	Term Source REF	Term Accession Number
170111_MLH_EMV_PITPNC1_pos_G09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PITPNC1_pos_G09	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNC1		
170111_MLH_EMV_PITPNC1_pos_G10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PITPNC1_pos_G10	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNC1		
170111_MLH_EMV_PITPNC1_pos_G11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PITPNC1_pos_G11	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNC1		
170111_MLH_EMV_PITPNC1_pos_G12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PITPNC1_pos_G12	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNC1		
170111_MLH_EMV_PLEKHA8P1_extracted_SEC_buffer_neg_01	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_extracted_SEC_buffer_neg_01	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_extracted_SEC_buffer_pos_01	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_extracted_SEC_buffer_pos_01	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_neg_G04	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_neg_G04	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_neg_G05	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_neg_G05	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_neg_G06	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_neg_G06	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_neg_G07	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_neg_G07	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_neg_G08	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_neg_G08	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_neg_G09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_neg_G09	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_neg_G10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_neg_G10	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_neg_G11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_neg_G11	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_pos_G04	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_pos_G04	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_pos_G05	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_pos_G05	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_pos_G06	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_pos_G06	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_pos_G07	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_pos_G07	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_pos_G08	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_pos_G08	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_pos_G09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_pos_G09	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_pos_G10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_pos_G10	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_PLEKHA8P1_pos_G11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_PLEKHA8P1_pos_G11	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PLEKHA8P1		
170111_MLH_EMV_SCP2_extracted_SEC_buffer_neg_01	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_extracted_SEC_buffer_neg_01	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_extracted_SEC_buffer_pos_01	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_extracted_SEC_buffer_pos_01	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_neg_A04	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_neg_A04	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_neg_A05	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_neg_A05	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_neg_A06	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_neg_A06	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_neg_A07	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_neg_A07	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_neg_A08	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_neg_A08	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_neg_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_neg_A09	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_neg_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_neg_A10	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_neg_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_neg_A11	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_pos_A04	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_pos_A04	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_pos_A05	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_pos_A05	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_pos_A06	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_pos_A06	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_pos_A07	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_pos_A07	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_pos_A08	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_pos_A08	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_pos_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_pos_A09	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_pos_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_pos_A10	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SCP2_pos_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SCP2_pos_A11	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2		
170111_MLH_EMV_SEC14L3_extracted_SEC_buffer_neg_01	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SEC14L3_extracted_SEC_buffer_neg_01	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SEC14L3		
170111_MLH_EMV_SEC14L3_extracted_SEC_buffer_pos_01	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SEC14L3_extracted_SEC_buffer_pos_01	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SEC14L3		
170111_MLH_EMV_SEC14L3_neg_G04	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SEC14L3_neg_G04	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SEC14L3		
170111_MLH_EMV_SEC14L3_neg_G05	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SEC14L3_neg_G05	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SEC14L3		
170111_MLH_EMV_SEC14L3_neg_G06	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SEC14L3_neg_G06	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SEC14L3		
170111_MLH_EMV_SEC14L3_neg_G07	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SEC14L3_neg_G07	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SEC14L3		
170111_MLH_EMV_SEC14L3_neg_G08	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SEC14L3_neg_G08	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SEC14L3		
170111_MLH_EMV_SEC14L3_neg_G09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SEC14L3_neg_G09	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SEC14L3		
170111_MLH_EMV_SEC14L3_neg_G10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SEC14L3_neg_G10	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SEC14L3		
170111_MLH_EMV_SEC14L3_neg_G11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SEC14L3_neg_G11	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SEC14L3		
170111_MLH_EMV_SEC14L3_neg_G12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SEC14L3_neg_G12	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SEC14L3		
170111_MLH_EMV_SEC14L3_pos_G04	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SEC14L3_pos_G04	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SEC14L3		
170111_MLH_EMV_SEC14L3_pos_G05	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SEC14L3_pos_G05	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SEC14L3		
170111_MLH_EMV_SEC14L3_pos_G06	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	170111_MLH_EMV_SEC14L3_pos_G06	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SEC14L3		
