pair_id,LTPProtein,ProteinDomain,Lipid,fig3a_class
9338,TTPA,CRAL-TRIO,PG(30:2),PG
9340,TTPA,CRAL-TRIO,PA(33:1),PA
9347,TTPA,CRAL-TRIO,PG(33:1),PG
9348,TTPA,CRAL-TRIO,PG(34:2),PG
9374,TTPA,CRAL-TRIO,PG(30:0),PG
9375,TTPA,CRAL-TRIO,PG(37:2),PG
9380,TTPA,CRAL-TRIO,PG(28:0),PG
9381,TTPA,CRAL-TRIO,PG(28:1),PG
9382,TTPA,CRAL-TRIO,PG(31:1),PG
9383,TTPA,CRAL-TRIO,PG(33:2),PG
9384,TTPA,CRAL-TRIO,PG(35:1),PG
9395,TTPA,CRAL-TRIO,PG(38:2),PG
9403,TTPA,CRAL-TRIO,PG(32:0),PG
9404,TTPAL,CRAL-TRIO,PC(34:1),PC
9405,TTPAL,CRAL-TRIO,PC(32:1),PC
9408,TTPAL,CRAL-TRIO,PC(36:1),PC
9409,TTPAL,CRAL-TRIO,PC(32:2),PC
9410,TTPAL,CRAL-TRIO,PC(36:3),PC
9411,TTPAL,CRAL-TRIO,PC(33:1),PC
9412,TTPAL,CRAL-TRIO,PC(38:2),PC
9413,TTPAL,CRAL-TRIO,PC(30:0),PC
9414,TTPAL,CRAL-TRIO,PC(19:1),PC
9418,TTPAL,CRAL-TRIO,PC(17:1),PC
9419,TTPAL,CRAL-TRIO,PC(31:1),PC
9420,TTPAL,CRAL-TRIO,PC(32:0),PC
9421,TTPAL,CRAL-TRIO,PE(38:4),PE
9425,TTPAL,CRAL-TRIO,PC(30:1),PC
9427,TTPAL,CRAL-TRIO,PC(35:2),PC
9428,TTPAL,CRAL-TRIO,PC(34:3),PC
9429,TTPAL,CRAL-TRIO,PC(35:1),PC
9432,TTPAL,CRAL-TRIO,PC(O-30:0)/LPC(30:0),LPC
9452,TTPAL,CRAL-TRIO,PC(40:2),PC
9458,TTPAL,CRAL-TRIO,PC(36:4),PC
9459,TTPAL,CRAL-TRIO,PC(33:2),PC
9460,TTPAL,CRAL-TRIO,PC(38:5),PC
9461,TTPAL,CRAL-TRIO,PC(38:6),PC
9463,TTPAL,CRAL-TRIO,PC(O-38:5)/LPC(38:5),LPC
9464,TTPAL,CRAL-TRIO,PC(31:0),PC
9465,TTPAL,CRAL-TRIO,PC(40:7),PC
9466,TTPAL,CRAL-TRIO,PC(30:2),PC
9469,TTPAL,CRAL-TRIO,PC(34:2),PC
9473,TTPAL,CRAL-TRIO,PC(38:3),PC
9474,TTPAL,CRAL-TRIO,PC(O-36:4)/LPC(36:4),LPC
9475,TTPAL,CRAL-TRIO,PC(38:7),PC
9477,TTPAL,CRAL-TRIO,PC(38:4),PC
9478,TTPAL,CRAL-TRIO,PC(36:5),PC
9480,TTPAL,CRAL-TRIO,PC(36:6),PC
9499,TTPAL,CRAL-TRIO,FA(17:1),FA
9500,TTPAL,CRAL-TRIO,FA(20:4),FA
9501,TTPAL,CRAL-TRIO,FA(19:1),FA
9502,TTPAL,CRAL-TRIO,FA(18:2),FA
9503,TTPAL,CRAL-TRIO,FA(22:5),FA
9504,TTPAL,CRAL-TRIO,FA(20:3),FA
9505,TTPAL,CRAL-TRIO,FA(16:1),FA
9506,TTPAL,CRAL-TRIO,FA(20:5),FA
9507,TTPAL,CRAL-TRIO,FA(22:4),FA
9508,TTPAL,CRAL-TRIO,FA(22:3),FA
9510,TTPAL,CRAL-TRIO,FA(18:3),FA
9511,TTPAL,CRAL-TRIO,PE(O-16:0)/LPE(16:0),LPE
9529,TTPAL,CRAL-TRIO,PC(34:0),PC
9530,TTPAL,CRAL-TRIO,PC(40:4),PC
9531,TTPAL,CRAL-TRIO,PC(37:4),PC
9532,TTPAL,CRAL-TRIO,PG(34:3),PG
9534,TTPAL,CRAL-TRIO,PA(30:1),PA
9535,TTPAL,CRAL-TRIO,PA(35:1),PA
9536,TTPAL,CRAL-TRIO,PA(37:2),PA
9537,TTPAL,CRAL-TRIO,CL(64:2),CL
9538,TTPAL,CRAL-TRIO,CL(70:4),CL
9539,TTPAL,CRAL-TRIO,CL(67:3),CL
9540,TTPAL,CRAL-TRIO,CL(68:4),CL
9543,TTPAL,CRAL-TRIO,PA(32:2),PA
9544,TTPAL,CRAL-TRIO,PA(33:2),PA
9546,TTPAL,CRAL-TRIO,LPG(17:1),LPG
9547,TTPAL,CRAL-TRIO,LPC(18:2),LPC
9548,TTPAL,CRAL-TRIO,PE(O-16:1)/LPE(16:1),LPE
9549,TTPAL,CRAL-TRIO,LPC(20:4),LPC
9550,TTPAL,CRAL-TRIO,LPC(22:5),LPC
9551,TTPAL,CRAL-TRIO,PC(O-20:3)/LPC(20:3),LPC
9552,TTPAL,CRAL-TRIO,PE(O-18:1)/LPE(18:1),LPE
9555,TTPAL,CRAL-TRIO,LPE(18:0),LPE
9556,TTPAL,CRAL-TRIO,PC(O-36:5)/LPC(36:5),LPC
9557,TTPAL,CRAL-TRIO,PC(O-36:6)/LPC(36:6),LPC
9562,TTPAL,CRAL-TRIO,PC(O-34:4)/LPC(34:4),LPC
9563,TTPAL,CRAL-TRIO,PC(40:8),PC
9564,TTPAL,CRAL-TRIO,PC(42:8),PC
9565,TTPAL,CRAL-TRIO,PC(37:5),PC
9566,TTPAL,CRAL-TRIO,PC(39:6),PC
9568,TTPAL,CRAL-TRIO,PC(O-34:5)/LPC(34:5),LPC
9570,TTPAL,CRAL-TRIO,PC(34:4),PC
9571,TTPAL,CRAL-TRIO,PC(35:4),PC
9573,TTPAL,CRAL-TRIO,PC(42:10),PC
9578,TTPAL,CRAL-TRIO,LPE(16:1),LPE
9579,TTPAL,CRAL-TRIO,LPG(16:1),LPG
9605,TTPAL,CRAL-TRIO,CL(66:2),CL
9606,TTPAL,CRAL-TRIO,CL(66:3),CL
9608,TTPAL,CRAL-TRIO,LPC(18:0),LPC
9609,TTPAL,CRAL-TRIO,LPC(18:1),LPC
9610,TTPAL,CRAL-TRIO,LPE(19:1),LPE
9611,TTPAL,CRAL-TRIO,LPG(19:1),LPG
9616,TTPAL,CRAL-TRIO,PE(34:3),PE
9617,TTPAL,CRAL-TRIO,PG(38:2),PG
9621,TTPAL,CRAL-TRIO,PC(39:4),PC
9622,TTPAL,CRAL-TRIO,PC(39:5),PC
9623,TTPAL,CRAL-TRIO,PC(40:5),PC
9624,TTPAL,CRAL-TRIO,PC(40:6),PC
