Unnamed: 0,SmileGlobal,SmileFragment,LTPProtein,ProteinDomain,FullIdentityOfLipid,Lipid,ChainFragments,Screen,Interaction,index,OriginalFullIdentityOfLipid,IdentityCorrectionStatus
2632,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,GM2A,ML,Bismonoacylglycerolphosphate (33:2);Phosphatidylglycerol (33:2),PG/BMP(33:2),(17:1/16:1),in vitro,0,150.0,Bismonoacylglycerolphosphate (33:2);Phosphatidylglycerol (33:2),ambiguous_unresolved_no_mapping
2646,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; ,GM2A,ML,Bismonoacylglycerolphosphate (37:2);Phosphatidylglycerol (37:2),PG/BMP(37:2),(19:1/18:1),in vitro,0,164.0,Bismonoacylglycerolphosphate (37:2);Phosphatidylglycerol (37:2),ambiguous_unresolved_no_mapping
2654,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,GM2A,ML,Phosphatidylglycerol (34:3);Bismonoacylglycerolphosphate (34:3),PG/BMP(34:3),(16:1/18:2),in vitro,0,172.0,Phosphatidylglycerol (34:3);Bismonoacylglycerolphosphate (34:3),ambiguous_unresolved_no_mapping
2657,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,0,GM2A,ML,Phosphatidylglycerol (38:2);Bismonoacylglycerolphosphate (38:2),PG/BMP(38:2),(19:1/19:1),in vitro,0,175.0,Phosphatidylglycerol (38:2);Bismonoacylglycerolphosphate (38:2),ambiguous_unresolved_no_mapping
2658,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O; ,GM2A,ML,Bismonoacylglycerolphosphate (37:1);Phosphatidylglycerol (37:1),PG/BMP(37:1),(19:1/18:0),in vitro,0,176.0,Bismonoacylglycerolphosphate (37:1);Phosphatidylglycerol (37:1),ambiguous_unresolved_no_mapping
2661,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; ,GM2A,ML,Bismonoacylglycerolphosphate (33:1);Phosphatidylglycerol (33:1),PG/BMP(33:1),(17:1/16:0),in vitro,0,179.0,Bismonoacylglycerolphosphate (33:1);Phosphatidylglycerol (33:1),ambiguous_unresolved_no_mapping
2670,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; ,0,GM2A,ML,Bismonoacylglycerolphosphate (36:2);Phosphatidylglycerol (36:2),PG/BMP(36:2),(18:1/18:1),in vitro,0,188.0,Bismonoacylglycerolphosphate (36:2);Phosphatidylglycerol (36:2),ambiguous_unresolved_no_mapping
2673,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; ,GM2A,ML,Phosphatidylglycerol (35:1);Bismonoacylglycerolphosphate (35:1),PG/BMP(35:1),(19:1/16:0),in vitro,0,191.0,Phosphatidylglycerol (35:1);Bismonoacylglycerolphosphate (35:1),ambiguous_unresolved_no_mapping
2698,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O,0,GM2A,ML,Phosphatidylglycerol (32:3);Bismonoacylglycerolphosphate (32:3),PG/BMP(32:3),(16:2/16:1),in vitro,0,216.0,Phosphatidylglycerol (32:3);Bismonoacylglycerolphosphate (32:3),ambiguous_unresolved_no_mapping
2699,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,GM2A,ML,Phosphatidylglycerol (28:1);Bismonoacylglycerolphosphate (28:1),PG/BMP(28:1),(16:1/12:0),in vitro,0,217.0,Phosphatidylglycerol (28:1);Bismonoacylglycerolphosphate (28:1),ambiguous_unresolved_no_mapping
2709,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,0,GM2A,ML,Bismonoacylglycerolphosphate (38:2);Phosphatidylglycerol (38:2),PG/BMP(38:2),(19:1/19:1),in vitro,0,227.0,Bismonoacylglycerolphosphate (38:2);Phosphatidylglycerol (38:2),ambiguous_unresolved_no_mapping
2712,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,GM2A,ML,Bismonoacylglycerolphosphate (34:3);Phosphatidylglycerol (34:3),PG/BMP(34:3),(16:1/18:2),in vitro,0,230.0,Bismonoacylglycerolphosphate (34:3);Phosphatidylglycerol (34:3),ambiguous_unresolved_no_mapping
2714,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; ,GM2A,ML,Phosphatidylglycerol (29:1);Bismonoacylglycerolphosphate (29:1),PG/BMP(29:1),(17:1/12:0),in vitro,0,232.0,Phosphatidylglycerol (29:1);Bismonoacylglycerolphosphate (29:1),ambiguous_unresolved_no_mapping
2813,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; ,0,LCN1,lipocalin,Phosphatidylglycerol (36:2); Bismonoacylglycerolphosphate (36:2),PG/BMP(36:2),(18:1/18:1),in cellulo,0,34.0,Phosphatidylglycerol (36:2); Bismonoacylglycerolphosphate (36:2),ambiguous_unresolved_no_mapping
2837,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; ,LCN1,lipocalin,Phosphatidylglycerol (38:3); Bismonoacylglycerolphosphate (38:3),PG/BMP(38:3),(20:2/18:1),in cellulo,0,58.0,Phosphatidylglycerol (38:3); Bismonoacylglycerolphosphate (38:3),ambiguous_unresolved_no_mapping
2899,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O; ,LCN1,lipocalin,Bismonoacylglycerolphosphate (30:1);Phosphatidylglycerol (30:1),PG/BMP(30:1),(16:1/14:0),in vitro,0,132.0,Bismonoacylglycerolphosphate (30:1);Phosphatidylglycerol (30:1),ambiguous_unresolved_no_mapping
2907,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,LCN1,lipocalin,Phosphatidylglycerol (34:2);Bismonoacylglycerolphosphate (34:2),PG/BMP(34:2),(16:1/18:1),in vitro,0,140.0,Phosphatidylglycerol (34:2);Bismonoacylglycerolphosphate (34:2),ambiguous_unresolved_no_mapping
2908,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; ,LCN1,lipocalin,Phosphatidylglycerol (33:1);Bismonoacylglycerolphosphate (33:1),PG/BMP(33:1),(17:1/16:0),in vitro,0,141.0,Phosphatidylglycerol (33:1);Bismonoacylglycerolphosphate (33:1),ambiguous_unresolved_no_mapping
2909,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; ,LCN1,lipocalin,Bismonoacylglycerolphosphate (35:2);Phosphatidylglycerol (35:2),PG/BMP(35:2),(17:1/18:1),in vitro,0,142.0,Bismonoacylglycerolphosphate (35:2);Phosphatidylglycerol (35:2),ambiguous_unresolved_no_mapping
2917,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,LCN1,lipocalin,Bismonoacylglycerolphosphate (33:2);Phosphatidylglycerol (33:2),PG/BMP(33:2),(17:1/16:1),in vitro,0,150.0,Bismonoacylglycerolphosphate (33:2);Phosphatidylglycerol (33:2),ambiguous_unresolved_no_mapping
2931,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; ,LCN1,lipocalin,Bismonoacylglycerolphosphate (37:2);Phosphatidylglycerol (37:2),PG/BMP(37:2),(19:1/18:1),in vitro,0,164.0,Bismonoacylglycerolphosphate (37:2);Phosphatidylglycerol (37:2),ambiguous_unresolved_no_mapping
2939,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,LCN1,lipocalin,Phosphatidylglycerol (34:3);Bismonoacylglycerolphosphate (34:3),PG/BMP(34:3),(16:1/18:2),in vitro,0,172.0,Phosphatidylglycerol (34:3);Bismonoacylglycerolphosphate (34:3),ambiguous_unresolved_no_mapping
2942,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,0,LCN1,lipocalin,Phosphatidylglycerol (38:2);Bismonoacylglycerolphosphate (38:2),PG/BMP(38:2),(19:1/19:1),in vitro,0,175.0,Phosphatidylglycerol (38:2);Bismonoacylglycerolphosphate (38:2),ambiguous_unresolved_no_mapping
2943,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O; ,LCN1,lipocalin,Bismonoacylglycerolphosphate (37:1);Phosphatidylglycerol (37:1),PG/BMP(37:1),(19:1/18:0),in vitro,0,176.0,Bismonoacylglycerolphosphate (37:1);Phosphatidylglycerol (37:1),ambiguous_unresolved_no_mapping
2946,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; ,LCN1,lipocalin,Bismonoacylglycerolphosphate (33:1);Phosphatidylglycerol (33:1),PG/BMP(33:1),(17:1/16:0),in vitro,0,179.0,Bismonoacylglycerolphosphate (33:1);Phosphatidylglycerol (33:1),ambiguous_unresolved_no_mapping
2955,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; ,0,LCN1,lipocalin,Bismonoacylglycerolphosphate (36:2);Phosphatidylglycerol (36:2),PG/BMP(36:2),(18:1/18:1),in vitro,0,188.0,Bismonoacylglycerolphosphate (36:2);Phosphatidylglycerol (36:2),ambiguous_unresolved_no_mapping
2958,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; ,LCN1,lipocalin,Phosphatidylglycerol (35:1);Bismonoacylglycerolphosphate (35:1),PG/BMP(35:1),(19:1/16:0),in vitro,0,191.0,Phosphatidylglycerol (35:1);Bismonoacylglycerolphosphate (35:1),ambiguous_unresolved_no_mapping
2983,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O,0,LCN1,lipocalin,Phosphatidylglycerol (32:3);Bismonoacylglycerolphosphate (32:3),PG/BMP(32:3),(16:2/16:1),in vitro,0,216.0,Phosphatidylglycerol (32:3);Bismonoacylglycerolphosphate (32:3),ambiguous_unresolved_no_mapping
2984,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,LCN1,lipocalin,Phosphatidylglycerol (28:1);Bismonoacylglycerolphosphate (28:1),PG/BMP(28:1),(16:1/12:0),in vitro,0,217.0,Phosphatidylglycerol (28:1);Bismonoacylglycerolphosphate (28:1),ambiguous_unresolved_no_mapping
2994,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,0,LCN1,lipocalin,Bismonoacylglycerolphosphate (38:2);Phosphatidylglycerol (38:2),PG/BMP(38:2),(19:1/19:1),in vitro,0,227.0,Bismonoacylglycerolphosphate (38:2);Phosphatidylglycerol (38:2),ambiguous_unresolved_no_mapping
2997,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,LCN1,lipocalin,Bismonoacylglycerolphosphate (34:3);Phosphatidylglycerol (34:3),PG/BMP(34:3),(16:1/18:2),in vitro,0,230.0,Bismonoacylglycerolphosphate (34:3);Phosphatidylglycerol (34:3),ambiguous_unresolved_no_mapping
2999,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; ,LCN1,lipocalin,Phosphatidylglycerol (29:1);Bismonoacylglycerolphosphate (29:1),PG/BMP(29:1),(17:1/12:0),in vitro,0,232.0,Phosphatidylglycerol (29:1);Bismonoacylglycerolphosphate (29:1),ambiguous_unresolved_no_mapping
