Unnamed: 0,SmileGlobal,SmileFragment,LTPProtein,ProteinDomain,FullIdentityOfLipid,Lipid,ChainFragments,Screen,Interaction,index,OriginalFullIdentityOfLipid,IdentityCorrectionStatus
918,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; ,ATCAY,CRAL-TRIO,Bismonoacylglycerolphosphate (37:2);Phosphatidylglycerol (37:2),PG/BMP(37:2),(19:1/18:1),in vitro,0,164.0,Bismonoacylglycerolphosphate (37:2);Phosphatidylglycerol (37:2),ambiguous_unresolved_no_mapping
926,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,ATCAY,CRAL-TRIO,Phosphatidylglycerol (34:3);Bismonoacylglycerolphosphate (34:3),PG/BMP(34:3),(16:1/18:2),in vitro,0,172.0,Phosphatidylglycerol (34:3);Bismonoacylglycerolphosphate (34:3),ambiguous_unresolved_no_mapping
929,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,0,ATCAY,CRAL-TRIO,Phosphatidylglycerol (38:2);Bismonoacylglycerolphosphate (38:2),PG/BMP(38:2),(19:1/19:1),in vitro,0,175.0,Phosphatidylglycerol (38:2);Bismonoacylglycerolphosphate (38:2),ambiguous_unresolved_no_mapping
930,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O; ,ATCAY,CRAL-TRIO,Bismonoacylglycerolphosphate (37:1);Phosphatidylglycerol (37:1),PG/BMP(37:1),(19:1/18:0),in vitro,0,176.0,Bismonoacylglycerolphosphate (37:1);Phosphatidylglycerol (37:1),ambiguous_unresolved_no_mapping
933,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; ,ATCAY,CRAL-TRIO,Bismonoacylglycerolphosphate (33:1);Phosphatidylglycerol (33:1),PG/BMP(33:1),(17:1/16:0),in vitro,0,179.0,Bismonoacylglycerolphosphate (33:1);Phosphatidylglycerol (33:1),ambiguous_unresolved_no_mapping
942,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; ,0,ATCAY,CRAL-TRIO,Bismonoacylglycerolphosphate (36:2);Phosphatidylglycerol (36:2),PG/BMP(36:2),(18:1/18:1),in vitro,0,188.0,Bismonoacylglycerolphosphate (36:2);Phosphatidylglycerol (36:2),ambiguous_unresolved_no_mapping
945,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; ,ATCAY,CRAL-TRIO,Phosphatidylglycerol (35:1);Bismonoacylglycerolphosphate (35:1),PG/BMP(35:1),(19:1/16:0),in vitro,0,191.0,Phosphatidylglycerol (35:1);Bismonoacylglycerolphosphate (35:1),ambiguous_unresolved_no_mapping
970,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O,0,ATCAY,CRAL-TRIO,Phosphatidylglycerol (32:3);Bismonoacylglycerolphosphate (32:3),PG/BMP(32:3),(16:2/16:1),in vitro,0,216.0,Phosphatidylglycerol (32:3);Bismonoacylglycerolphosphate (32:3),ambiguous_unresolved_no_mapping
971,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,ATCAY,CRAL-TRIO,Phosphatidylglycerol (28:1);Bismonoacylglycerolphosphate (28:1),PG/BMP(28:1),(16:1/12:0),in vitro,0,217.0,Phosphatidylglycerol (28:1);Bismonoacylglycerolphosphate (28:1),ambiguous_unresolved_no_mapping
981,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,0,ATCAY,CRAL-TRIO,Bismonoacylglycerolphosphate (38:2);Phosphatidylglycerol (38:2),PG/BMP(38:2),(19:1/19:1),in vitro,0,227.0,Bismonoacylglycerolphosphate (38:2);Phosphatidylglycerol (38:2),ambiguous_unresolved_no_mapping
984,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,ATCAY,CRAL-TRIO,Bismonoacylglycerolphosphate (34:3);Phosphatidylglycerol (34:3),PG/BMP(34:3),(16:1/18:2),in vitro,0,230.0,Bismonoacylglycerolphosphate (34:3);Phosphatidylglycerol (34:3),ambiguous_unresolved_no_mapping
986,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; ,ATCAY,CRAL-TRIO,Phosphatidylglycerol (29:1);Bismonoacylglycerolphosphate (29:1),PG/BMP(29:1),(17:1/12:0),in vitro,0,232.0,Phosphatidylglycerol (29:1);Bismonoacylglycerolphosphate (29:1),ambiguous_unresolved_no_mapping
1099,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; ,0,BNIPL,CRAL-TRIO,Phosphatidylglycerol (36:2); Bismonoacylglycerolphosphate (36:2),PG/BMP(36:2),(18:1/18:1),in cellulo,0,34.0,Phosphatidylglycerol (36:2); Bismonoacylglycerolphosphate (36:2),ambiguous_unresolved_no_mapping
1123,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; ,BNIPL,CRAL-TRIO,Phosphatidylglycerol (38:3); Bismonoacylglycerolphosphate (38:3),PG/BMP(38:3),(20:2/18:1),in cellulo,0,58.0,Phosphatidylglycerol (38:3); Bismonoacylglycerolphosphate (38:3),ambiguous_unresolved_no_mapping
1197,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O; ,BNIPL,CRAL-TRIO,Bismonoacylglycerolphosphate (30:1);Phosphatidylglycerol (30:1),PG/BMP(30:1),(16:1/14:0),in vitro,0,132.0,Bismonoacylglycerolphosphate (30:1);Phosphatidylglycerol (30:1),ambiguous_unresolved_no_mapping
1205,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,BNIPL,CRAL-TRIO,Phosphatidylglycerol (34:2);Bismonoacylglycerolphosphate (34:2),PG/BMP(34:2),(16:1/18:1),in vitro,0,140.0,Phosphatidylglycerol (34:2);Bismonoacylglycerolphosphate (34:2),ambiguous_unresolved_no_mapping
1206,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; ,BNIPL,CRAL-TRIO,Phosphatidylglycerol (33:1);Bismonoacylglycerolphosphate (33:1),PG/BMP(33:1),(17:1/16:0),in vitro,0,141.0,Phosphatidylglycerol (33:1);Bismonoacylglycerolphosphate (33:1),ambiguous_unresolved_no_mapping
1207,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; ,BNIPL,CRAL-TRIO,Bismonoacylglycerolphosphate (35:2);Phosphatidylglycerol (35:2),PG/BMP(35:2),(17:1/18:1),in vitro,0,142.0,Bismonoacylglycerolphosphate (35:2);Phosphatidylglycerol (35:2),ambiguous_unresolved_no_mapping
1215,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,BNIPL,CRAL-TRIO,Bismonoacylglycerolphosphate (33:2);Phosphatidylglycerol (33:2),PG/BMP(33:2),(17:1/16:1),in vitro,0,150.0,Bismonoacylglycerolphosphate (33:2);Phosphatidylglycerol (33:2),ambiguous_unresolved_no_mapping
1229,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; ,BNIPL,CRAL-TRIO,Bismonoacylglycerolphosphate (37:2);Phosphatidylglycerol (37:2),PG/BMP(37:2),(19:1/18:1),in vitro,0,164.0,Bismonoacylglycerolphosphate (37:2);Phosphatidylglycerol (37:2),ambiguous_unresolved_no_mapping
1237,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,BNIPL,CRAL-TRIO,Phosphatidylglycerol (34:3);Bismonoacylglycerolphosphate (34:3),PG/BMP(34:3),(16:1/18:2),in vitro,0,172.0,Phosphatidylglycerol (34:3);Bismonoacylglycerolphosphate (34:3),ambiguous_unresolved_no_mapping
1240,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,0,BNIPL,CRAL-TRIO,Phosphatidylglycerol (38:2);Bismonoacylglycerolphosphate (38:2),PG/BMP(38:2),(19:1/19:1),in vitro,0,175.0,Phosphatidylglycerol (38:2);Bismonoacylglycerolphosphate (38:2),ambiguous_unresolved_no_mapping
1241,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O; ,BNIPL,CRAL-TRIO,Bismonoacylglycerolphosphate (37:1);Phosphatidylglycerol (37:1),PG/BMP(37:1),(19:1/18:0),in vitro,0,176.0,Bismonoacylglycerolphosphate (37:1);Phosphatidylglycerol (37:1),ambiguous_unresolved_no_mapping
1244,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; ,BNIPL,CRAL-TRIO,Bismonoacylglycerolphosphate (33:1);Phosphatidylglycerol (33:1),PG/BMP(33:1),(17:1/16:0),in vitro,0,179.0,Bismonoacylglycerolphosphate (33:1);Phosphatidylglycerol (33:1),ambiguous_unresolved_no_mapping
1253,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; ,0,BNIPL,CRAL-TRIO,Bismonoacylglycerolphosphate (36:2);Phosphatidylglycerol (36:2),PG/BMP(36:2),(18:1/18:1),in vitro,0,188.0,Bismonoacylglycerolphosphate (36:2);Phosphatidylglycerol (36:2),ambiguous_unresolved_no_mapping
1256,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; ,BNIPL,CRAL-TRIO,Phosphatidylglycerol (35:1);Bismonoacylglycerolphosphate (35:1),PG/BMP(35:1),(19:1/16:0),in vitro,0,191.0,Phosphatidylglycerol (35:1);Bismonoacylglycerolphosphate (35:1),ambiguous_unresolved_no_mapping
1281,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O,0,BNIPL,CRAL-TRIO,Phosphatidylglycerol (32:3);Bismonoacylglycerolphosphate (32:3),PG/BMP(32:3),(16:2/16:1),in vitro,0,216.0,Phosphatidylglycerol (32:3);Bismonoacylglycerolphosphate (32:3),ambiguous_unresolved_no_mapping
1282,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,BNIPL,CRAL-TRIO,Phosphatidylglycerol (28:1);Bismonoacylglycerolphosphate (28:1),PG/BMP(28:1),(16:1/12:0),in vitro,0,217.0,Phosphatidylglycerol (28:1);Bismonoacylglycerolphosphate (28:1),ambiguous_unresolved_no_mapping
1292,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,0,BNIPL,CRAL-TRIO,Bismonoacylglycerolphosphate (38:2);Phosphatidylglycerol (38:2),PG/BMP(38:2),(19:1/19:1),in vitro,0,227.0,Bismonoacylglycerolphosphate (38:2);Phosphatidylglycerol (38:2),ambiguous_unresolved_no_mapping
1295,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,BNIPL,CRAL-TRIO,Bismonoacylglycerolphosphate (34:3);Phosphatidylglycerol (34:3),PG/BMP(34:3),(16:1/18:2),in vitro,0,230.0,Bismonoacylglycerolphosphate (34:3);Phosphatidylglycerol (34:3),ambiguous_unresolved_no_mapping
1297,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; ,BNIPL,CRAL-TRIO,Phosphatidylglycerol (29:1);Bismonoacylglycerolphosphate (29:1),PG/BMP(29:1),(17:1/12:0),in vitro,0,232.0,Phosphatidylglycerol (29:1);Bismonoacylglycerolphosphate (29:1),ambiguous_unresolved_no_mapping
