LTP,Lipid,Lipid Chains,Lipid SMILES,Lipid Volumes (Å3)
RLBP1,PE(28:1),Phosphatidylethanolamine (28:1) => (12:0/16:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCC)=O,549.31899999999996
RLBP1,PE(28:1),Phosphatidylethanolamine (28:1) => (16:1/12:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCC)=O,549.31899999999996
RLBP1,PE(30:0),Phosphatidylethanolamine (30:0) => (14:0/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,579.26800000000003
RLBP1,PE(30:1),Phosphatidylethanolamine (30:1) => (14:0/16:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,575.17283333333341
RLBP1,PE(30:1),Phosphatidylethanolamine (30:1) => (16:1/14:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,575.17283333333341
RLBP1,PE(30:2),Phosphatidylethanolamine (30:2) => (16:1/14:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,574.63040000000001
RLBP1,PE(30:2),Phosphatidylethanolamine (30:2) => (14:1/16:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,574.63040000000001
RLBP1,PE(31:1),Phosphatidylethanolamine (31:1) => (14:0/17:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,589.96042857142857
RLBP1,PE(31:1),Phosphatidylethanolamine (31:1) => (17:1/14:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,589.96042857142857
RLBP1,PE(32:0),Phosphatidylethanolamine (32:0) => (16:0/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,604.62200000000007
RLBP1,PE(32:2),Phosphatidylethanolamine (32:2) => (16:1/16:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCC/C=C\CCCC)=O,600.58999999999992
RLBP1,PE(33:1),Phosphatidylethanolamine (33:1) => (16:0/17:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,616.69199999999989
RLBP1,PE(33:1),Phosphatidylethanolamine (33:1) => (17:1/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,616.69199999999989
RLBP1,PE(33:2),Phosphatidylethanolamine (33:2) => (16:1/17:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,615.44333333333327
RLBP1,PE(34:1),Phosphatidylethanolamine (34:1) => (16:0/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,630.42233333333343
RLBP1,PE(34:1),Phosphatidylethanolamine (34:1) => (18:1/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,631.42849999999999
RLBP1,PE(34:2),Phosphatidylethanolamine (34:2) => (16:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,628.649
RLBP1,PE(35:1),Phosphatidylethanolamine (35:1) => (16:0/19:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O,643.56475
RLBP1,PE(35:1),Phosphatidylethanolamine (35:1) => (19:1/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O,643.56475
RLBP1,PE(35:2),Phosphatidylethanolamine (35:2) => (18:1/17:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,642.4668333333334
RLBP1,PE(35:2),Phosphatidylethanolamine (35:2) => (17:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,642.4668333333334
RLBP1,PE(36:1),Phosphatidylethanolamine (36:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O,655.94299999999998
RLBP1,PE(36:2),Phosphatidylethanolamine (36:2) => (18:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,655.18366666666668
RLBP1,PE(37:2),Phosphatidylethanolamine (37:2) => (18:1/19:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,669.21775000000002
RLBP1,PE(37:2),Phosphatidylethanolamine (37:2) => (19:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,669.21775000000002
RLBP1,PE(38:2),Phosphatidylethanolamine (38:2) => (20:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,683.67700000000002
RLBP1,PG(28:0),Phosphatidylglycerol (28:0) => (14:0/14:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,565.06600000000003
RLBP1,PG(28:1),Phosphatidylglycerol (28:1) => (12:0/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,565.53966666666668
RLBP1,PG(28:1),Phosphatidylglycerol (28:1) => (16:1/12:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,565.53966666666668
RLBP1,PG(30:0),Phosphatidylglycerol (30:0) => (14:0/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O,592.95299999999997
RLBP1,PG(30:1),Phosphatidylglycerol (30:1) => (14:0/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,592.44740000000002
RLBP1,PG(30:2),Phosphatidylglycerol (30:2) => (16:1/14:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O,590.45266666666669
RLBP1,PG(31:1),Phosphatidylglycerol (31:1) => (14:0/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,605.81150000000002
RLBP1,PG(31:1),Phosphatidylglycerol (31:1) => (17:1/14:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,605.81150000000002
RLBP1,PG(32:1),Phosphatidylglycerol (32:1) => (16:0/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,617.43529999999987
RLBP1,PG(32:1),Phosphatidylglycerol (32:1) => (16:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,617.43529999999987
RLBP1,PG(32:2),Phosphatidylglycerol (32:2) => (16:1/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O,618.41700000000003
RLBP1,PG(33:1),Phosphatidylglycerol (33:1) => (16:0/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,632.45653846153857
RLBP1,PG(33:1),Phosphatidylglycerol (33:1) => (17:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,632.45653846153857
RLBP1,PG(33:2),Phosphatidylglycerol (33:2) => (16:1/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,630.73900000000003
RLBP1,PG(34:1),Phosphatidylglycerol (34:1) => (18:1/16:0),[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)(COP(=O)(O)OC[C@@]([H])(O)CO)COC(CCCCCCCCCCCCCCC)=O,646.4357500000001
RLBP1,PG(34:2),Phosphatidylglycerol (34:2) => (16:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,644.55500000000006
RLBP1,PG(35:1),Phosphatidylglycerol (35:1) => (16:0/19:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,658.93549999999993
RLBP1,PG(35:1),Phosphatidylglycerol (35:1) => (19:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,658.93549999999993
RLBP1,PG(35:2),Phosphatidylglycerol (35:2) => (18:1/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,658.05200000000013
RLBP1,PG(35:2),Phosphatidylglycerol (35:2) => (17:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,658.05200000000013
RLBP1,PG(36:2),Phosphatidylglycerol (36:2) => (18:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O,670.94299999999998
RLBP1,PG(36:3),Phosphatidylglycerol (36:3) => (18:2/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,670.36733333333325
RLBP1,PG(36:3),Phosphatidylglycerol (36:3) => (18:1/18:2),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,670.36733333333325
RLBP1,PG/BMP(34:3),Phosphatidylglycerol (34:3);Bismonoacylglycerolphosphate (34:3) => (16:1/18:2),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O,644.08899999999994
RLBP1,PG/BMP(37:1),Bismonoacylglycerolphosphate (37:1);Phosphatidylglycerol (37:1) => (19:1/18:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,685.15200000000004
RLBP1,PG/BMP(37:2),Bismonoacylglycerolphosphate (37:2);Phosphatidylglycerol (37:2) => (19:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,684.35374999999999
RLBP1,PG/BMP(38:2),Phosphatidylglycerol (38:2);Bismonoacylglycerolphosphate (38:2) => (19:1/19:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,698.41750000000002
RLBP1,PGP(32:1),Phosphatidylglycerophosphate (32:1) => (16:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,619.23299999999995
RLBP1,PGP(34:2),Phosphatidylglycerophosphate (34:2) => (16:1/18:1),[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(=O)(O)OC[C@@]([H])(O)CO)CO/C=C\CCCCCCC/C=C\CCCCC,637.71550000000002
RLBP1,PGP(34:2),Phosphatidylglycerophosphate (34:2) => (18:1/16:1),[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(=O)(O)OC[C@@]([H])(O)CO)CO/C=C\CCCCCCC/C=C\CCCCC,637.71550000000002
RLBP1,PGP(36:2),Phosphatidylglycerophosphate (36:2) => (18:1/18:1),[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(=O)(O)OC[C@@]([H])(O)CO)CO/C=C\CCCCCCCCC/C=C\CCCCC,658.65200000000004
SCP2,LPG(17:1),Lysophosphatidylglycerol (17:1) => (17:1),[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,407.02700000000004
SCP2,LPG(18:1),Lysophosphatidylglycerol (18:1) => (18:1),[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,420.66019999999997
SCP2,PE(32:2),Phosphatidylethanolamine (32:2) => (16:1/16:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,602.12933333333331
SCP2,PE(33:2),Phosphatidylethanolamine (33:2) => (17:1/16:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,615.44333333333327
SCP2,PG(30:1),Phosphatidylglycerol (30:1) => (14:0/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,592.44740000000002
SCP2,PG(32:1),Phosphatidylglycerol (32:1) => (16:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,617.43529999999987
SCP2,PG(32:2),Phosphatidylglycerol (32:2) => (16:1/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O)(=O)O,617.17700000000002
SCP2,PG/BMP(30:1),Bismonoacylglycerolphosphate (30:1);Phosphatidylglycerol (30:1) => (16:1/14:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,592.44740000000002
SCP2,PG/BMP(33:1),Bismonoacylglycerolphosphate (33:1);Phosphatidylglycerol (33:1) => (17:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,632.45653846153857
SCP2,PG/BMP(34:2),Phosphatidylglycerol (34:2);Bismonoacylglycerolphosphate (34:2) => (16:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,644.55500000000006
SCP2D1,FA(18:1),octadecenoate => (18:1),C(CCCCCCCCCCC/C=C\CCCC)(=O)O,264.114125
SCP2D1,FA(20:4),eicosatetraenoate => (20:4),C(O)(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,286.35614285714286
SCP2D1,LPC(18:0),Lysophosphatidylcholine (18:0) => (18:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCCCCCCCCCCCC)=O,448.61399999999998
SCP2D1,LPC(18:1),Lysophosphatidylcholine (18:1) => (18:1),C(COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCC/C=C\CCCCCCCC)=O,445.84
SCP2D1,LPC(18:2),Lysophosphatidylcholine (18:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(/C=C/C=C\CCCCCCCCCCCCC)=O,444.73
SCP2D1,LPC(20:4),Lysophosphatidylcholine (20:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,467.99700000000001
SCP2D1,LPC(22:5),Lysophosphatidylcholine (22:5),C(OP(OCC[N+](C)(C)C)(=O)[O-])[C@]([H])(O)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,492.85399999999998
SCP2D1,LPE(17:1),Lysophosphatidylethanolamine (17:1) => (17:1),[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCC/C=C\CCCCCCC)=O,391.79719999999998
SCP2D1,LPE(18:0),Lysophosphatidylethanolamine (18:0) => (18:0),[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCCCCCCCCCC)=O,406.71100000000001
SCP2D1,LPE(18:1),Lysophosphatidylethanolamine (18:1) => (18:1),[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCC/C=C\CCCCCCCC)=O,405.41500000000002
SCP2D1,LPE(19:1),Lysophosphatidylethanolamine (19:1) => (19:1),[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCC/C=C\CCCCCCCCC)=O,419.33699999999999
SCP2D1,LPG(17:1),Lysophosphatidylglycerol (17:1) => (17:1),[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,407.02700000000004
SCP2D1,LPG(18:1),Lysophosphatidylglycerol (18:1) => (18:1),[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,420.66019999999997
SCP2D1,LPG(19:1),Lysophosphatidylglycerol (19:1) => (19:1),[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,434.399
SCP2D1,PC(O-20:3)/LPC(20:3),Lysophosphatidylcholine (20:3);Phosphatidylcholine (O-20:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCC/C=C\C/C=C\C/C=C\CCCCC,465.11
SCP2D1,PE(32:1),Phosphatidylethanolamine (32:1) => (16:1/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,603.38739999999996
SCP2D1,PE(33:1),Phosphatidylethanolamine (33:1) =>(17:1/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,616.69199999999989
SCP2D1,PE(34:2),Phosphatidylethanolamine (34:2) => (16:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,628.649
SCP2D1,PE(35:2),Phosphatidylethanolamine (35:2) => (17:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,642.4668333333334
SCP2D1,PE(36:2),Phosphatidylethanolamine (36:2) => (18:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,655.18366666666668
SCP2D1,PE(O-16:1)/LPE(16:1),Lysophosphatidylethanolamine (16:1);Phosphatidylethanolamine (O-16:1),C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCC)CO,377.10950000000003
SCP2D1,PE(O-18:1)/LPE(18:1),Lysophosphatidylethanolamine (18:1);Phosphatidylethanolamine (O-18:1),[C@](COP(=O)(O)OCCN)([H])(O)COCCCCCCCC/C=C\CCCCCCCC,399.45500000000004
SCP2D1,PG/BMP(32:1),Phosphatidylglycerol (32:1);Bismonoacylglycerolphosphate (32:1) => (16:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,617.43529999999987
SCP2D1,PG/BMP(33:1),Bismonoacylglycerolphosphate (33:1);Phosphatidylglycerol (33:1) => (17:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,632.45653846153857
SCP2D1,PG/BMP(34:1),Phosphatidylglycerol (34:1);Bismonoacylglycerolphosphate (34:1) => (18:1/16:0),[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)(COP(=O)(O)OC[C@@]([H])(O)CO)COC(CCCCCCCCCCCCCCC)=O,646.4357500000001
SCP2D1,PG/BMP(34:2),Phosphatidylglycerol (34:2);Bismonoacylglycerolphosphate (34:2) => (16:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,644.55500000000006
SCP2D1,PG/BMP(35:1),Phosphatidylglycerol (35:1);Bismonoacylglycerolphosphate (35:1) => (19:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,658.93549999999993
SCP2D1,PG/BMP(36:2),Bismonoacylglycerolphosphate (36:2);Phosphatidylglycerol (36:2) => (18:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,670.05100000000004
SEC14L2,DAG(32:1),Diacylglycerol (32:1) => (16:0/16:1),OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,519.98199999999997
SEC14L2,DAG(34:2),Diacylglycerol (34:2) => (18:1/16:1),OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,545.71199999999999
SEC14L2,PI(34:1),Phosphatidylinositol (34:1) => (16:0/18:1),[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCCCCCCCC)=O,700.25049999999999
SEC14L2,PI(36:1),Phosphatidylinositol (36:1) => (18:1/18:0),[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCC/C=C\CCCCCCCC)=O,726.92049999999995
SEC14L2,PI(36:2),Phosphatidylinositol (36:2) => (18:1/18:1),[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCC/C=C\CCCCCC)=O,723.94500000000005
SEC14L2,PI(38:2),Phosphatidylinositol (38:2) => (18:0/20:2),[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O,751.38850000000002
SEC14L2,PI(38:2),Phosphatidylinositol (38:2) => (20:2/18:0),[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O,751.38850000000002
SEC14L2,PI(38:3),Phosphatidylinositol (38:3) => (20:3/18:0),[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O,754.24900000000002
SEC14L2,PI(38:4),Phosphatidylinositol (38:4),[C@]([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCCCCCCCCCC)=O,749.55020000000002
SEC14L2,PI(38:5),Phosphatidylinositol (38:5) => (18:1/20:4),[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,747.29700000000003
SEC14L4,FA(16:1),hexadecenoate => (16:1),C(=C/CCCCCCCC)/CCCCCC(=O)O,237.37216666666666
SEC14L4,FA(17:1),heptadecenoate => (17:1),C(CCCCCCCC/C=C\CCCCCC)(=O)O,250.83216666666667
SEC14L4,FA(18:1),octadecenoate => (18:1),C(CCCCCCCCCCC/C=C\CCCC)(=O)O,264.114125
SEC14L5,LPE(17:1),Lysophosphatidylethanolamine (17:1) => (17:1),[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCC/C=C\CCCCCCC)=O,391.79719999999998
SEC14L5,PE(31:1),Phosphatidylethanolamine (31:1) => (17:1/14:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,589.96042857142857
SEC14L6,PC(30:0),Phosphatidylcholine (30:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O,617.6345
SEC14L6,PC(32:0),Phosphatidylcholine (32:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O,645.77800000000013
